Model,Scenario,Region,Variable,Unit,Year,Value
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Hydrogen,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Biomass,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2015,6.3
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2016,6.8
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2017,18.3
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2018,27.9
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2019,28.6
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2020,59.7
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2021,84.7
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2022,85.7
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2023,65.1
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2024,70.1
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2025,80.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2026,96.45
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2027,112.9
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2028,129.35
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2029,145.8
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2030,162.25
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2031,178.7
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2032,195.15
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2033,211.6
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2034,228.05
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2035,244.5
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2036,260.95
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2037,277.4
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2038,293.85
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2039,310.3
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2040,326.75
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2041,343.2
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2042,359.65
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2043,376.1
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2044,392.55
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2045,409.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2046,397.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2047,385.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2048,373.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2049,361.0
FORECAST-Sites,Scenario 6,Spain,Price|Carbon,EUR/t CO2,2050,349.0
